t,tf0,ts0
233846.27,750.4308,773.75525
233873.8,750.1706,773.3129
233901.33,749.9109,772.87054
233928.86,749.6516,772.42816
233956.39,749.39294,771.98645
233983.94,749.1346,771.5441
234011.47,748.8768,771.10223
234039.0,748.61957,770.66064
234066.53,748.36285,770.21906
234094.06,748.1066,769.77814
234121.61,747.8507,769.3366
234149.14,747.59546,768.8959
234176.67,747.3408,768.4553
234204.2,747.0867,768.01526
234231.73,746.83307,767.5757
234259.27,746.5799,767.1361
234286.81,746.32715,766.69684
234314.34,746.0751,766.2581
234341.88,745.82355,765.81995
234369.4,745.5725,765.38226
234396.94,745.322,764.94476
234424.47,745.0721,764.5078
234452.02,744.8225,764.0712
234479.55,744.5736,763.6356
234507.08,744.32526,763.2002
234534.61,744.0776,762.76556
234562.14,743.8303,762.33154
234589.69,743.5835,761.89764
234617.22,743.33734,761.4648
234644.75,743.0918,761.0326
234672.28,742.84686,760.60114
234699.81,742.6024,760.17017
234727.34,742.3585,759.7403
234754.89,742.115,759.3104
234782.42,741.8722,758.88196
234809.95,741.63007,758.45416
234837.48,741.3884,758.0268
234865.02,741.1474,757.6007
234892.55,740.90686,757.1753
234920.1,740.6669,756.7505
234947.62,740.4275,756.3265
234975.16,740.1888,755.9038
235002.69,739.95056,755.482
235030.22,739.71295,755.0609
235057.77,739.4758,754.64056
235085.3,739.23944,754.22156
235112.83,739.00354,753.80334
235140.36,738.76825,753.3863
235167.89,738.5336,752.9699
235195.42,738.29956,752.555
235222.97,738.0659,752.1406
235250.5,737.83307,751.7276
235278.03,737.60077,751.3155
235305.56,737.369,750.90485
235333.1,737.13794,750.4948
235360.62,736.9074,750.0861
235388.17,736.6774,749.67834
235415.7,736.44806,749.27203
235443.23,736.2194,748.86676
235470.77,735.9913,748.4626
235498.3,735.76373,748.0598
235525.84,735.53674,747.65784
235553.38,735.3105,747.25726
235580.9,735.0848,746.85815
235608.44,734.8597,746.45996
235635.97,734.63525,746.06323
235663.5,734.4114,745.66766
235691.05,734.188,745.2731
235718.58,733.96533,744.8804
235746.11,733.74335,744.4885
235773.64,733.5219,744.0982
235801.17,733.30115,743.70886
235828.7,733.08093,743.3212
235856.25,732.86127,742.9346
235883.78,732.64233,742.54956
235911.31,732.424,742.1658
235938.84,732.20624,741.78345
235966.38,731.9892,741.40247
235993.9,731.7727,741.02295
236021.45,731.5567,740.6442
236048.98,731.3415,740.2676
236076.52,731.12683,739.8921
236104.05,730.91284,739.51807
236131.58,730.69946,739.14545
236159.12,730.4865,738.774
236186.66,730.2744,738.4043
236214.19,730.06287,738.0361
236241.72,729.852,737.6691
236269.25,729.64166,737.3037
236296.78,729.43207,736.93994
236324.33,729.22284,736.5772
236351.86,729.01447,736.2162
236379.39,728.80664,735.8565
236406.92,728.5995,735.4985
236434.45,728.3929,735.1419
236461.98,728.187,734.7867
236489.53,727.9816,734.433
236517.06,727.77686,734.0808
236544.6,727.5728,733.73016
236572.12,727.36926,733.38116
236599.66,727.1665,733.03345
236627.2,726.96423,732.6873
236654.73,726.7627,732.3426
236682.27,726.5617,731.99945
236709.8,726.3614,731.658
236737.33,726.1616,731.31775
236764.86,725.9626,730.9794
236792.4,725.764,730.6421
236819.94,725.56616,730.3066
236847.47,725.36896,729.97266
236875.0,725.1723,729.64026
236902.53,724.9763,729.3093
236930.06,724.7809,728.97986
236957.61,724.5861,728.65173
236985.14,724.39197,728.3254
237012.67,724.1985,728.00055
237040.2,724.0056,727.67737
237067.73,723.8133,727.3555
237095.28,723.6215,727.0352
237122.81,723.4304,726.7164
237150.34,723.24005,726.3992
237177.88,723.05023,726.0836
237205.4,722.861,725.7694
237232.94,722.6725,725.45667
237260.48,722.4843,725.1454
237288.02,722.297,724.83594
237315.55,722.1102,724.52783
237343.08,721.9241,724.2211
237370.61,721.7386,723.9161
237398.14,721.5536,723.61255
237425.69,721.36926,723.31024
237453.22,721.18555,723.0097
237480.75,721.00244,722.71063
237508.28,720.81995,722.41315
237535.81,720.63806,722.11707
237563.36,720.4567,721.82227
237590.89,720.276,721.5294
237618.42,720.09595,721.2378
237645.95,719.9165,720.9475
237673.48,719.7377,720.65894
237701.02,719.5593,720.3718
237728.56,719.3816,720.0859
237756.1,719.2045,719.80176
237783.62,719.0281,719.51917
237811.16,718.8522,719.2376
237838.69,718.6769,718.9579
237866.22,718.50226,718.6795
237893.77,718.328,718.4024
237921.3,718.15454,718.12695
237948.83,717.9816,717.85284
237976.36,717.8093,717.5802
238003.89,717.6376,717.309
238031.44,717.4664,717.0392
238058.97,717.2958,716.77075
238086.5,717.12585,716.5038
238114.03,716.9565,716.23816
238141.56,716.7877,715.974
238169.1,716.6195,715.7114
238196.64,716.4518,715.4499
238224.17,716.2847,715.1899
238251.7,716.1183,714.9314
238279.23,715.9524,714.67426
238306.77,715.78705,714.41833
238334.3,715.6222,714.164
238361.84,715.458,713.91064
238389.38,715.2944,713.65906
238416.9,715.1315,713.4086
238444.44,714.96893,713.15955
238471.97,714.80707,712.9118
238499.52,714.6457,712.6654
238527.05,714.48486,712.4203
238554.58,714.3247,712.17664
238582.11,714.1651,711.9341
238609.64,714.006,711.6931
238637.17,713.8475,711.45337
238664.72,713.6895,711.2148
238692.25,713.5321,710.97754
238719.78,713.3753,710.74164
238747.31,713.219,710.5071
238774.84,713.0633,710.2736
238802.38,712.90814,710.0417
238829.92,712.7534,709.8106
238857.45,712.59937,709.58105
238884.98,712.44586,709.35266
238912.52,712.29285,709.1257
238940.05,712.14044,708.8999
238967.6,711.98846,708.6751
238995.12,711.8371,708.4518
239022.66,711.6863,708.2297
239050.19,711.5361,708.00867
239077.72,711.38635,707.789
239105.25,711.2371,707.5704
239132.8,711.0884,707.353
239160.33,710.94025,707.13696
239187.86,710.79266,706.9219
239215.39,710.6456,706.7082
239242.92,710.4991,706.49554
239270.45,710.3531,706.28424
239298.0,710.2075,706.0737
239325.53,710.0625,705.8646
239353.06,709.9181,705.65674
239380.6,709.7741,705.4499
239408.12,709.63074,705.2444
239435.66,709.48785,705.0397
239463.2,709.3454,704.83606
239490.73,709.20355,704.6339
239518.27,709.0622,704.4327
239545.8,708.9213,704.23267
239573.33,708.781,704.0336
239600.88,708.6412,703.83563
239628.4,708.50183,703.6388
239655.94,708.363,703.4432
239683.47,708.22473,703.2485
239711.0,708.08685,703.05493
239738.53,707.9495,702.8625
239766.08,707.8126,702.67096
239793.61,707.67633,702.4806
239821.14,707.5405,702.2913
239848.67,707.4052,702.103
239876.2,707.2703,701.9158
239903.73,707.136,701.7296
239931.28,707.002,701.5443
239958.81,706.86865,701.36017
239986.34,706.7357,701.1772
240013.88,706.6033,700.995
240041.4,706.4714,700.814
240068.95,706.3398,700.63385
240096.48,706.2088,700.45465
240124.02,706.0783,700.27655
240151.55,705.9483,700.09937
240179.08,705.81866,699.9233
240206.61,705.6896,699.7481
240234.16,705.56085,699.5738
240261.69,705.43274,699.40063
240289.22,705.305,699.22833
240316.75,705.1778,699.05707
240344.28,705.0509,698.8867
240371.81,704.9246,698.7172
240399.36,704.7987,698.5487
240426.89,704.6733,698.3811
240454.42,704.54834,698.21454
240481.95,704.4238,698.0488
240509.48,704.29974,697.88416
240537.03,704.1761,697.7201
240564.56,704.0529,697.5572
240592.1,703.9302,697.39514
240619.62,703.8079,697.23413
240647.16,703.6861,697.07385
240674.69,703.5647,696.91455
240702.23,703.4437,696.75604
240729.77,703.3232,696.5985
240757.3,703.2031,696.44165
240784.83,703.08344,696.28595
240812.36,702.9642,696.13104
240839.89,702.8454,695.977
240867.44,702.7269,695.8237
240894.97,702.609,695.6713
240922.5,702.4915,695.51984
240950.03,702.3744,695.3692
240977.56,702.2577,695.21936
241005.11,702.1414,695.07025
241032.64,702.0255,694.92224
241060.17,701.9101,694.775
241087.7,701.7951,694.6285
241115.23,701.6805,694.4829
241142.77,701.5663,694.3381
241170.31,701.4524,694.194
241197.84,701.3391,694.0508
241225.38,701.2261,693.90845
241252.9,701.1135,693.7669
241280.44,701.00134,693.62616
241307.97,700.8895,693.48615
241335.52,700.7781,693.3469
241363.05,700.6671,693.20856
241390.58,700.5565,693.07104
241418.11,700.4463,692.93414
241445.64,700.3365,692.7981
241473.19,700.227,692.6628
241500.72,700.118,692.5283
241528.25,700.0093,692.39465
241555.78,699.901,692.2616
241583.31,699.7931,692.1295
241610.84,699.6856,691.9981
241638.39,699.57837,691.8673
241665.92,699.4717,691.73737
241693.45,699.3653,691.6082
241720.98,699.2593,691.47986
241748.52,699.15356,691.3521
241776.05,699.04834,691.2251
241803.6,698.94336,691.09894
241831.12,698.83887,690.9735
241858.66,698.7346,690.8487
241886.19,698.6308,690.7248
241913.72,698.52734,690.60144
241941.27,698.4242,690.47876
241968.8,698.3215,690.35693
241996.33,698.21906,690.2358
242023.86,698.117,690.1154
242051.39,698.0153,689.99567
242078.92,697.914,689.8767
242106.47,697.8129,689.75836
242134.0,697.7123,689.64075
242161.53,697.61194,689.52386
242189.06,697.512,689.4076
242216.6,697.41235,689.292
242244.12,697.3131,689.1773
242271.67,697.2141,689.06305
242299.2,697.1155,688.9496
242326.73,697.0172,688.83673
242354.27,696.91925,688.72473
242381.8,696.82166,688.6133
242409.34,696.7243,688.5025
242436.88,696.6273,688.3924
242464.4,696.5307,688.283
242491.94,696.4344,688.1743
242519.47,696.33844,688.06616
242547.0,696.24274,687.95874
242574.55,696.14734,687.85187
242602.08,696.05237,687.74585
242629.61,695.9576,687.6404
242657.14,695.8632,687.5355
242684.67,695.7691,687.43146
242712.2,695.6753,687.3279
242739.75,695.5818,687.225
242767.28,695.4886,687.12286
242794.81,695.39575,687.02124
242822.34,695.30316,686.9203
242849.88,695.2109,686.82007
242877.4,695.11896,686.72046
242904.95,695.0272,686.6214
242932.48,694.9359,686.52295
242960.02,694.8448,686.4252
242987.55,694.754,686.328
243015.08,694.6635,686.2315
243042.62,694.57324,686.13556
243070.16,694.48334,686.0402
243097.69,694.39374,685.94556
243125.22,694.3044,685.8515
243152.75,694.21533,685.75806
243180.28,694.1266,685.6652
243207.83,694.038,685.573
243235.36,693.94977,685.4813
243262.89,693.8618,685.3903
243290.42,693.7742,685.2999
243317.95,693.68677,685.2101
243345.48,693.5997,685.121
243373.03,693.51276,685.03235
243400.56,693.4262,684.9443
243428.1,693.33984,684.8568
243455.62,693.25385,684.77
243483.16,693.168,684.6838
243510.7,693.0824,684.5981
243538.23,692.9972,684.51306
243565.77,692.9122,684.4286
243593.3,692.82745,684.34467
243620.83,692.743,684.2614
243648.36,692.6587,684.17865
243675.9,692.57465,684.09644
243703.44,692.4909,684.0149
243730.97,692.4075,683.9339
243758.5,692.3242,683.8534
243786.03,692.2412,683.77356
243813.56,692.15845,683.69434
243841.11,692.0759,683.6156
243868.64,691.99365,683.53735
243896.17,691.9116,683.4597
243923.7,691.8298,683.3828
243951.23,691.7483,683.3062
243978.78,691.66693,683.2303
244006.31,691.5858,683.1549
244033.84,691.505,683.08014
244061.38,691.4244,683.00586
244088.9,691.344,682.9322
244116.44,691.2638,682.8591
244143.98,691.18384,682.7864
244171.52,691.1041,682.7144
244199.05,691.02466,682.6428
244226.58,690.9454,682.5719
244254.11,690.86633,682.5015
244281.64,690.78754,682.43164
244309.19,690.7088,682.3623
244336.72,690.6305,682.29346
244364.25,690.55225,682.2252
244391.78,690.47424,682.1574
244419.31,690.39655,682.0903
244446.86,690.319,682.0235
244474.39,690.2416,681.9574
244501.92,690.1645,681.89185
244529.45,690.0875,681.8268
244556.98,690.0108,681.76227
244584.52,689.9343,681.6982
244612.06,689.8579,681.6347
244639.6,689.78174,681.5717
244667.12,689.7059,681.5093
244694.66,689.6301,681.44727
244722.19,689.55457,681.3859
244749.72,689.4792,681.32495
244777.27,689.404,681.2645
244804.8,689.32904,681.2047
244832.33,689.2543,681.14526
244859.86,689.1797,681.0864
244887.39,689.1052,681.0281
244914.94,689.031,680.9702
244942.47,688.957,680.91284
244970.0,688.8831,680.85596
244997.53,688.80945,680.7997
245025.06,688.73596,680.74384
245052.6,688.6626,680.6885
245080.14,688.5894,680.63354
245107.67,688.5165,680.5792
245135.2,688.4436,680.5254
245162.73,688.37103,680.47205
245190.27,688.2986,680.4191
245217.8,688.2263,680.36676
245245.34,688.1541,680.3148
245272.88,688.0822,680.2635
245300.4,688.0104,680.2125
245327.94,687.9387,680.1621
245355.47,687.8673,680.11206
245383.02,687.79596,680.0626
245410.55,687.7248,680.01355
245438.08,687.6538,679.965
245465.61,687.583,679.917
245493.14,687.5123,679.8694
245520.67,687.4418,679.8223
245548.22,687.37134,679.7756
245575.75,687.30115,679.72943
245603.28,687.2311,679.6837
245630.81,687.16113,679.6385
245658.34,687.0913,679.5937
245685.88,687.0217,679.5495
245713.42,686.95215,679.50555
245740.95,686.8829,679.46216
245768.48,686.81366,679.41925
245796.02,686.74457,679.3767
245823.55,686.67566,679.3347
245851.1,686.6068,679.2931
245878.62,686.53815,679.2521
245906.16,686.4696,679.21136
245933.69,686.40125,679.1712
245961.22,686.33295,679.1314
245988.75,686.26483,679.09204
246016.3,686.1968,679.05304
246043.83,686.1289,679.01465
246071.36,686.06116,678.9767
246098.89,685.9936,678.9391
246126.42,685.926,678.902
246153.95,685.85864,678.8653
246181.5,685.7914,678.8289
246209.03,685.7243,678.7931
246236.56,685.6573,678.75775
246264.1,685.59033,678.7228
246291.62,685.52356,678.68823
246319.16,685.4569,678.65405
246346.7,685.3903,678.62036
246374.23,685.32385,678.5871
246401.77,685.2575,678.55414
246429.3,685.19135,678.5217
246456.83,685.12524,678.4896
246484.38,685.0592,678.45795
246511.9,684.9933,678.4268
246539.44,684.9275,678.39594
246566.97,684.8618,678.3656
246594.5,684.79626,678.3356
246622.03,684.7307,678.306
246649.58,684.6653,678.27673
246677.11,684.6,678.24805
246704.64,684.53485,678.21954
246732.17,684.4697,678.19165
246759.7,684.4047,678.164
246787.23,684.33984,678.1368
246814.78,684.27496,678.11
246842.31,684.21027,678.0835
246869.84,684.1456,678.05743
246897.38,684.08105,678.03186
246924.9,684.0166,678.0066
246952.45,683.95215,677.9816
246979.98,683.8879,677.9571
247007.52,683.8237,677.933
247035.05,683.7596,677.9092
247062.58,683.69556,677.88574
247090.11,683.6316,677.86273
247117.66,683.5677,677.8401
247145.19,683.50385,677.81775
247172.72,683.4401,677.79584
247200.25,683.37646,677.77423
247227.78,683.31287,677.75305
247255.31,683.2494,677.73224
247282.86,683.1859,677.7117
247310.39,683.1225,677.6916
247337.92,683.05927,677.6718
247365.45,682.99603,677.65234
247392.98,682.93286,677.63324
247420.53,682.86975,677.6145
247448.06,682.8067,677.59607
247475.6,682.7438,677.578
247503.12,682.68085,677.56024
247530.66,682.61804,677.54285
247558.19,682.55524,677.5258
247585.73,682.4925,677.5091
247613.27,682.4298,677.4927
247640.8,682.3672,677.4766
247668.33,682.3047,677.4609
247695.86,682.2422,677.4455
247723.39,682.17975,677.43036
247750.94,682.1173,677.4155
247778.47,682.055,677.40106
247806.0,681.9927,677.3869
247833.53,681.9304,677.37305
247861.06,681.8682,677.3595
247888.61,681.8061,677.3463
247916.14,681.74396,677.3334
247943.67,681.68195,677.32074
247971.2,681.61993,677.3084
247998.73,681.558,677.2963
248026.27,681.49603,677.28467
248053.81,681.43414,677.2732
248081.34,681.3723,677.262
248108.88,681.3105,677.2511
248136.4,681.2487,677.24054
248163.94,681.18695,677.2302
248191.47,681.12524,677.2202
248219.02,681.0636,677.21045
248246.55,681.00195,677.201
248274.08,680.94037,677.1918
248301.61,680.8788,677.1828
248329.14,680.81726,677.17413
248356.69,680.75574,677.1657
248384.22,680.6943,677.1576
248411.75,680.6328,677.14966
248439.28,680.57135,677.1421
248466.81,680.51,677.13464
248494.34,680.4486,677.12756
248521.89,680.3872,677.12067
248549.42,680.3259,677.114
248576.95,680.2646,677.1076
248604.48,680.2033,677.10156
248632.02,680.142,677.0956
248659.55,680.0808,677.08984
248687.1,680.01953,677.0844
248714.62,679.9583,677.0792
248742.16,679.8971,677.0742
248769.69,679.83594,677.0695
248797.22,679.7748,677.06494
248824.77,679.71356,677.06067
248852.3,679.6524,677.05646
248879.83,679.5913,677.05255
248907.36,679.53015,677.0489
248934.89,679.46906,677.0455
248962.42,679.40796,677.0422
248989.97,679.3468,677.03906
249017.5,679.2857,677.03625
249045.03,679.2246,677.0335
249072.56,679.1635,677.03107
249100.1,679.1024,677.0288
249127.62,679.0414,677.0267
249155.17,678.9802,677.0247
249182.7,678.9192,677.023
249210.23,678.8581,677.0215
249237.77,678.797,677.0201
249265.3,678.73596,677.0189
249292.84,678.67487,677.0179
249320.38,678.6138,677.017
249347.9,678.5527,677.0163
249375.44,678.4916,677.01575
249402.97,678.4305,677.0154
249430.5,678.3694,677.01514
249458.05,678.3082,677.0151
249485.58,678.24713,677.0152
249513.11,678.186,677.0154
249540.64,678.1249,677.01575
249568.17,678.0637,677.0163
249595.7,678.00256,677.01697
249623.25,677.94135,677.0177
249650.78,677.8802,677.0187
249678.31,677.819,677.0197
249705.84,677.7578,677.0209
249733.38,677.6966,677.0222
249760.9,677.6354,677.0236
249788.45,677.5741,677.0252
249815.98,677.5128,677.02686
249843.52,677.4515,677.0286
249871.05,677.3902,677.0306
249898.58,677.32886,677.0325
249926.12,677.2675,677.03467
249953.66,677.2062,677.0368
249981.19,677.1448,677.0391
250008.72,677.0834,677.0415
250036.25,677.022,677.04395
250063.78,676.9605,677.0466
250091.33,676.89905,677.0492
250118.86,676.8375,677.052
250146.39,676.776,677.05475
250173.92,676.7145,677.0577
250201.45,676.65295,677.06067
250228.98,676.5914,677.06366
250256.53,676.5297,677.0668
250284.06,676.4681,677.07
250311.6,676.4064,677.0733
250339.12,676.3447,677.0765
250366.66,676.28296,677.0799
250394.2,676.2212,677.0833
250421.73,676.1594,677.08673
250449.27,676.0976,677.0902
250476.8,676.03577,677.0939
250504.33,675.97394,677.0974
250531.86,675.91205,677.1011
250559.4,675.85004,677.10474
250586.94,675.7881,677.1084
250614.47,675.7261,677.1121
250642.0,675.66406,677.1159
250669.53,675.60205,677.1196
250697.06,675.5399,677.1235
250724.61,675.4778,677.1273
250752.14,675.41565,677.1311
250779.67,675.35345,677.135
250807.2,675.29126,677.1389
250834.73,675.229,677.14276
250862.28,675.1667,677.1466
250889.81,675.1044,677.15045
250917.34,675.042,677.1543
250944.88,674.9796,677.1582
250972.4,674.9172,677.1621
250999.94,674.85474,677.16595
251027.48,674.7922,677.16974
251055.02,674.7297,677.1736
251082.55,674.6671,677.17737
251110.08,674.60455,677.1811
251137.61,674.5419,677.1849
251165.14,674.4792,677.1886
251192.69,674.4165,677.1923
251220.22,674.35376,677.19604
251247.75,674.291,677.19965
251275.28,674.22815,677.20325
251302.81,674.1653,677.2068
251330.36,674.1024,677.21027
251357.89,674.0395,677.2138
251385.42,673.97656,677.21716
251412.95,673.9136,677.2205
251440.48,673.8506,677.2239
251468.02,673.78754,677.22705
251495.56,673.72437,677.2303
251523.1,673.66125,677.2334
251550.62,673.59814,677.2365
251578.16,673.5349,677.23944
251605.69,673.47174,677.24243
251633.22,673.40845,677.2453
251660.77,673.34515,677.2481
251688.3,673.28186,677.2508
251715.83,673.2185,677.2534
251743.36,673.15515,677.256
251770.89,673.0917,677.2584
251798.44,673.02826,677.2608
251825.97,672.9648,677.26306
251853.5,672.9013,677.26526
251881.03,672.83777,677.2674
251908.56,672.77423,677.2694
251936.1,672.7107,677.27136
251963.64,672.64703,677.27313
251991.17,672.58344,677.2748
252018.7,672.5198,677.2765
252046.23,672.45605,677.27795
252073.77,672.3924,677.27936
252101.3,672.3287,677.28064
252128.84,672.2649,677.2818
252156.38,672.2012,677.2829
252183.9,672.1373,677.2838
252211.44,672.0736,677.2846
252238.97,672.00977,677.2853
252266.52,671.9459,677.2859
252294.05,671.8821,677.2863
252321.58,671.8182,677.2867
252349.11,671.75433,677.28687
252376.64,671.6904,677.28687
252404.17,671.6265,677.2868
252431.72,671.5626,677.28656
252459.25,671.49866,677.28625
252486.78,671.43475,677.28577
252514.31,671.37085,677.28516
252541.84,671.30695,677.28436
252569.38,671.24304,677.28345
252596.92,671.179,677.2824
252624.45,671.1151,677.2812
252651.98,671.05115,677.27985
252679.52,670.98724,677.2784
252707.05,670.92334,677.2767
252734.6,670.8594,677.2749
252762.12,670.79553,677.27295
252789.66,670.7316,677.2708
252817.19,670.6678,677.26855
252844.72,670.6039,677.2661
252872.25,670.54004,677.26355
252899.8,670.4762,677.2608
252927.33,670.41235,677.25793
252954.86,670.34863,677.2548
252982.39,670.2849,677.2516
253009.92,670.2212,677.24817
253037.45,670.1575,677.2446
253065.0,670.0938,677.24084
253092.53,670.03015,677.237
253120.06,669.9666,677.2329
253147.6,669.9031,677.2287
253175.12,669.8396,677.2243
253202.66,669.7761,677.21967
253230.2,669.7127,677.2149
253257.73,669.64935,677.20996
253285.27,669.5861,677.2049
253312.8,669.5229,677.19965
253340.33,669.4597,677.19415
253367.88,669.3966,677.18854
253395.4,669.33356,677.18274
253422.94,669.2706,677.17676
253450.47,669.2077,677.1706
253478.0,669.1449,677.1643
253505.53,669.0822,677.1578
253533.08,669.01953,677.15106
253560.61,668.95703,677.14417
253588.14,668.89453,677.13715
253615.67,668.83215,677.12994
253643.2,668.76996,677.12256
253670.73,668.7078,677.115
253698.28,668.64575,677.10724
253725.81,668.58386,677.09924
253753.34,668.52203,677.09125
253780.88,668.4603,677.0829
253808.4,668.3988,677.0744
253835.95,668.3374,677.0657
253863.48,668.27606,677.05695
253891.02,668.21497,677.048
253918.55,668.154,677.03876
253946.08,668.09314,677.0294
253973.61,668.0325,677.0199
254001.16,667.9719,677.01025
254028.69,667.9116,677.00037
254056.22,667.85144,676.9903
254083.75,667.7915,676.98004
254111.28,667.7317,676.96967
254138.81,667.67206,676.9591
254166.36,667.6127,676.94836
254193.89,667.55347,676.9375
254221.42,667.4945,676.92645
254248.95,667.43567,676.9152
254276.48,667.3772,676.9038
254304.03,667.31885,676.8923
254331.56,667.26074,676.88055
254359.1,667.20294,676.86865
254386.62,667.1453,676.8566
254414.16,667.0881,676.8445
254441.69,667.031,676.8321
254469.23,666.97424,676.8196
254496.77,666.9177,676.80695
254524.3,666.8616,676.7942
254551.83,666.80566,676.7812
254579.36,666.7501,676.7681
254606.89,666.6948,676.7549
254634.44,666.63983,676.74146
254661.97,666.58527,676.728
254689.5,666.531,676.7143
254717.03,666.4771,676.7005
254744.56,666.4236,676.6866
254772.11,666.37036,676.67255
254799.64,666.3176,676.6583
254827.17,666.26514,676.64404
254854.7,666.21326,676.6296
254882.23,666.1616,676.61505
254909.77,666.11053,676.60034
254937.31,666.0598,676.5856
254964.84,666.0095,676.5707
254992.38,665.9597,676.55566
255019.9,665.9104,676.5406
255047.44,665.8616,676.5254
255074.97,665.81323,676.5101
255102.52,665.7654,676.4947
255130.05,665.718,676.4792
255157.58,665.67126,676.46356
255185.11,665.625,676.44794
255212.64,665.57935,676.4322
255240.19,665.53424,676.4164
255267.72,665.48975,676.4005
255295.25,665.44586,676.3846
255322.78,665.4026,676.3685
255350.31,665.3599,676.3525
255377.84,665.318,676.33636
255405.39,665.2766,676.3202
255432.92,665.23596,676.30396
255460.45,665.196,676.28766
255487.98,665.15674,676.27136
255515.52,665.1183,676.25507
255543.05,665.0805,676.2387
255570.6,665.0436,676.2223
255598.12,665.0074,676.20593
255625.66,664.972,676.1896
255653.19,664.93744,676.17316
255680.72,664.90375,676.15674
255708.27,664.87085,676.1404
255735.8,664.83887,676.12396
255763.33,664.80786,676.1076
255790.86,664.7777,676.0913
255818.39,664.74854,676.07495
255845.92,664.7204,676.0587
255873.47,664.6932,676.04254
255901.0,664.667,676.02637
255928.53,664.64185,676.0102
255956.06,664.61774,675.9942
255983.6,664.59485,675.97815
256011.12,664.57294,675.9623
256038.67,664.55225,675.9465
256066.2,664.5327,675.9308
256093.73,664.5143,675.91516
256121.27,664.4972,675.89966
256148.8,664.4813,675.8843
256176.34,664.46674,675.869
256203.88,664.4535,675.8539
256231.4,664.4415,675.8389
256258.94,664.431,675.8241
256286.47,664.4219,675.8094
256314.0,664.4141,675.79486
256341.55,664.4079,675.7806
256369.08,664.4032,675.7664
256396.61,664.39996,675.75256
256424.14,664.3984,675.7388
256451.67,664.3983,675.7252
256479.2,664.39996,675.712
256506.75,664.4033,675.6989
256534.28,664.4083,675.6861
256561.81,664.41516,675.6736
256589.34,664.42377,675.6613
256616.88,664.43427,675.6493
256644.4,664.44666,675.6376
256671.95,664.46094,675.6262
256699.48,664.4772,675.6151
256727.02,664.4955,675.6044
256754.55,664.5158,675.594
256782.08,664.5383,675.5839
256809.62,664.563,675.5742
256837.16,664.5898,675.565
256864.69,664.6189,675.5561
256892.22,664.6504,675.5476
256919.75,664.68414,675.53955
256947.28,664.7204,675.5319
256974.83,664.75916,675.5248
257002.36,664.80035,675.51807
257029.89,664.84424,675.5119
257057.42,664.89075,675.50616
257084.95,664.93994,675.501
257112.48,664.99194,675.49634
257140.03,665.0468,675.49225
257167.56,665.1046,675.4888
257195.1,665.16534,675.4858
257222.62,665.2291,675.48346
257250.16,665.29596,675.4818
257277.7,665.36615,675.4807
257305.23,665.43945,675.48035
257332.77,665.51624,675.48065
257360.3,665.59625,675.4817
257387.83,665.6799,675.48346
257415.36,665.767,675.4859
257442.9,665.8579,675.4892
257470.44,665.95245,675.4933
257497.97,666.0509,675.49817
257525.5,666.1532,675.5039
257553.03,666.2595,675.5105
257580.56,666.37,675.51807
257608.11,666.4847,675.5265
257635.64,666.60364,675.5359
257663.17,666.7269,675.54626
257690.7,666.85474,675.5577
257718.23,666.9872,675.57007
257745.78,667.12445,675.58356
257773.31,667.2664,675.59814
257800.84,667.4133,675.6139
257828.38,667.5653,675.6308
257855.9,667.7225,675.6489
257883.44,667.8849,675.6682
257910.98,668.0528,675.68884
257938.52,668.22626,675.7107
257966.05,668.4053,675.73395
257993.58,668.59015,675.7586
258021.11,668.781,675.78467
258048.64,668.9779,675.8122
258076.19,669.18115,675.8412
258103.72,669.3906,675.8718
258131.25,669.6067,675.90393
258158.78,669.8294,675.9378
258186.31,670.05896,675.9733
258213.86,670.29565,676.01056
258241.39,670.5393,676.04956
258268.92,670.7904,676.09045
258296.45,671.04895,676.13324
258323.98,671.3152,676.1779
258351.52,671.58923,676.2247
258379.06,671.8716,676.2735
258406.6,672.1619,676.3244
258434.12,672.4607,676.3775
258461.66,672.7682,676.43286
258489.19,673.08435,676.49054
258516.72,673.40967,676.55054
258544.27,673.7444,676.6131
258571.8,674.0884,676.67816
258599.33,674.44214,676.74585
258626.86,674.80566,676.81616
258654.39,675.17944,676.8893
258681.94,675.5638,676.9653
258709.47,675.9585,677.0441
258737.0,676.36414,677.12604
258764.53,676.7808,677.21106
258792.06,677.2089,677.29926
258819.6,677.6487,677.3908
258847.14,678.1006,677.4858
258874.67,678.56433,677.58417
258902.2,679.0406,677.6862
258929.73,679.52954,677.79193
258957.27,680.03156,677.9015
258984.8,680.5468,678.01495
259012.34,681.07605,678.1326
259039.88,681.61896,678.25433
259067.4,682.1759,678.3805
259094.94,682.74756,678.51105
259122.47,683.334,678.6462
259150.02,683.9359,678.78613
259177.55,684.5532,678.93085
259205.08,685.18616,679.0806
259232.61,685.83527,679.23566
259260.14,686.501,679.396
259287.67,687.1836,679.5618
259315.22,687.8838,679.73346
259342.75,688.6011,679.91077
259370.28,689.3364,680.0941
259397.81,690.0901,680.28394
259425.34,690.8623,680.48004
259452.88,691.6537,680.6828
259480.42,692.46497,680.89233
259507.95,693.29553,681.1091
259535.48,694.1462,681.33295
259563.02,695.01746,681.56433
259590.55,695.90967,681.80347
259618.1,696.82367,682.0507
259645.62,697.7588,682.306
259673.16,698.7162,682.5699
259700.69,699.6959,682.8424
